?Threat Description,Malware
"On September 30, there was an update from the IRS&#8217;s Criminal Investigation unit to an insider breach previously reported on this blog: ÿThe final two defendants charged in relation to an identity theft scam that used identities stolen from the Los Angeles County Department of Public Social Services to file fraudulent tax returns were sentenced <a href='https://www.databreaches.net/update-final-defendants-sentenced-to-federal-prison-for-participating-in-identity-theft-scam/' class='excerpt-more'>[...]</a>",IdentityThreat
"Max Eddy reports on a review ofÿCalculate by QxMD: ÿAppthority&#8217;s CTO Kevin Watkins writes that app fails to live up to the promises made by its own privacy policy. Specifically, the app sends private data over the network unencrypted and in plaintext. &#8220;This action directly contradicts what is stated in the app&#8217;s privacy policy: that <a href='https://www.databreaches.net/app-for-doctors-sends-unencrypted-data/' class='excerpt-more'>[...]</a>",IdentityThreat
"Adolfo Flores reports: Two men were arrested in connection with the identity theft ofÿU.S. ArmyÿReserve officers who were on active duty in Afghanistan, authorities said. Mauro Cortez, 25, and Rigoberto Cortez, 29, were arrested Wednesday after the Los Angeles County Identity Theft Task Force served a search warrant at a home in Pomona, according toÿthe <a href='https://www.databreaches.net/ca-active-duty-army-reservists-victims-of-identity-theft-2-men-arrested/' class='excerpt-more'>[...]</a>",IdentityThreat
Gary Kean reports the update to the Western Health breach noted previously on this blog: There will not be a speedy disposition of the criminal charge against the former Western Health employee accused of inappropriately accessing medical records on the job. The matter involving Donna Colbourne of Corner Brook was scheduled to be dealt with <a href='https://www.databreaches.net/ca-western-health-privacy-breach-charge-going-to-trial/' class='excerpt-more'>[...]</a>,InsiderThreat
"Kate Andries reports: Your phone knows everything about you &#8212; how much you walk, talk and what level of Candy Crush you&#8217;re stuck on &#8212; but soon it could be spilling secrets to your doctor. More and more physicians are prescribing apps that help track their patients&#8217; illnesses through information collected by their smartphones. &#8220;[The <a href='https://www.databreaches.net/your-phone-is-talking-behind-your-back-to-your-doctor/' class='excerpt-more'>[...]</a>",InsiderThreat
"Valerie Hauch reports: Ellen Richardson went to Pearson airport on Monday full of joy about flying to New York City and from there going on a 10-day Caribbean cruise for which she?d paid about $6,000. But aÿU.S. Customs and Border Protectionÿagent with the Department of Homeland Security killed that dream when heÿdenied her entry. ?I <a href='https://www.databreaches.net/disabled-woman-denied-entry-to-u-s-after-agent-cites-supposedly-private-medical-details/' class='excerpt-more'>[...]</a>",IdentityThreat
"You can warn and warn employees about not opening email attachments, but despite your best efforts, they do. And to make matters worse, you were storing Social Security numbers and they weren&#8217;t encrypted?ÿ The University of Washington Medicine posted this announcement on their site yesterday: November 27, 2013 Seattle &#8212; In early October 2013, a <a href='https://www.databreaches.net/wa-90000-patients-of-notified-of-breach-after-employee-opened-an-email-attachment-with-malware/' class='excerpt-more'>[...]</a>",IdentityThreat
Mary Beth Faller reports some interesting details about the Maricopa Community Colleges breach noted previously on this blog: The Maricopa County Community College District waited seven months to notify 2.4 million current and former students and employees that their academic or personal data were compromised in an April security breach. [&#8230;] The FBI notified the <a href='https://www.databreaches.net/maricopa-colleges-waited-7-months-to-notify-2-4-million-students-of-data-breach/' class='excerpt-more'>[...]</a>,InsiderThreat
"AHW LLC in Illinois operates a number of online stores. In May, and as noted previously on this blog, they notified the New Hampshire Attorney General&#8217;s Office that Green Fun Store (greenfunstore.com)ÿhad apparently been comprised during the fourth quarter of 2012. They were alerted to the breach in March by their credit card vendor, Evalon, <a href='https://www.databreaches.net/ahw-reports-online-stores-compromised-by-malware/' class='excerpt-more'>[...]</a>",IdentityThreat
"Happy Thanksgiving to all my American site visitors! News updates will resume tonight. For now, I&#8217;ve got to get cooking. I wish you all a great day filled with family and friends and laughter.",InsiderThreat
"Happy Thanksgiving to all my American site visitors! News updates will resume tonight. For now, I&#8217;ve got to get cooking. I wish you all a great day filled with family and friends and laughter.",InsiderThreat
"The latest updates to a case this blog has been following: The FTC has responded to LabMD&#8217;s motion for a protective order to quash numerous subpoenas for discovery and to dismiss the complaint with prejudice. On the matter of the protective order, the court granted in part and denied in part, and denied the request <a href='https://www.databreaches.net/labmd-v-ftc-update/' class='excerpt-more'>[...]</a>",InsiderThreat
"From the FTC, a follow-up on a breach that was first disclosed in September 2011, and that I&#8217;ve covered a number of times on PHIprivacy.net (seeÿthese articles). Regular readers may recall that Accretive was also sued by Minnesota&#8217;s Attorney General. ÿThat suit settled for $2.5 million in July 2012.ÿ Accretive Health, Inc., a company that <a href='https://www.databreaches.net/accretive-health-settles-ftc-charges-that-it-failed-to-adequately-protect-consumers-personal-information/' class='excerpt-more'>[...]</a>",IdentityThreat
"From the FTC, a follow-up on a breach that was first disclosed in September 2011, and that I&#8217;ve covered a number of times on this blog (see these articles). Regular readers may recall that Accretive was also sued by Minnesota&#8217;s Attorney General. ÿThat suit settled for $2.5 million in July 2012.ÿ Accretive Health, Inc., a <a href='https://www.databreaches.net/accretive-health-settles-ftc-charges-that-it-failed-to-adequately-protect-consumers-personal-information-2/' class='excerpt-more'>[...]</a>",IdentityThreat
"I hope this is the last breach of PHI I&#8217;ll have to report in 2013, but since there&#8217;s still 5 hours to go, who knows? WAVY in Newport News, Virginia reports: A local hospital is offering free credit monitoring after officials say an employee inappropriately accessed patients? medical records. According to Peter Glagola, Director of <a href='https://www.databreaches.net/riverside-health-system-notifies-919-patients-after-employee-improperly-accessed-their-information/' class='excerpt-more'>[...]</a>",InsiderThreat
"December 30, 2013 ?wichcraft Operating, LLC recently learned that an unauthorized party gained access to our systems, compromising the payment card information of certain customers who made purchases at a ?wichcraft location in New York or San Francisco using a payment card from approximately August 11, 2013 to October 2, 2013. Based on our investigation, <a href='https://www.databreaches.net/wichcraft-notice-to-customers/' class='excerpt-more'>[...]</a>",IdentityThreat
"Back in October 2010, I noted a breach involving managed security services provider Omniquad. Omniquad acknowledged the breach that involved helpdesk tickets leaking online, but the firm?s managing director, Daniel Sobstel, subsequently claimed that Webroot reseller Infosec Technologies started contacting his customers and passing on misleading information about the size of the data breach. Now <a href='https://www.databreaches.net/omniquad-surf-wall-remote-injects-string-into-the-browser-user-agent-that-identifies-users-claim/' class='excerpt-more'>[...]</a>",IdentityThreat
"Lawyers for Actelis Networks have notified the New Hampshire Attorney General&#8217;s Office of the theft of two safes containing some Human Resources files with personal information. In their notification dated December 13, they explain that two safes with password-protected files were stolen on December 7 or 8. The theft was reported to law enforcement. Files <a href='https://www.databreaches.net/actelis-networks-reports-theft-of-safes-with-human-resources-files/' class='excerpt-more'>[...]</a>",InsiderThreat
Miami Herald staff report: Barry University announced Monday night it is notifying patients of its Foot and Ankle Institute that their medical records and personal information may have been hacked. The security breach was detected around May 14th via a school laptop infected by a form of malware &#8211; software used mainly to gain access <a href='https://www.databreaches.net/fl-barry-university-notifies-patients-that-records-with-personal-financial-and-medical-information-may-have-been-compromised/' class='excerpt-more'>[...]</a>,InsiderThreat
"It looks like T-Mobile USA will be sending out breach notification letters to customers after the New Year. A template of their notification letter, uploaded today to California&#8217;s breach site, explains: ÿWe are writing to inform you of a recent incident of unauthorized access to a file stored on servers owned and managed by a <a href='https://www.databreaches.net/t-mobile-usa-customers-to-be-notified-of-security-breach-at-suppliers/' class='excerpt-more'>[...]</a>",IdentityThreat
"RegistratioNationÿis a provider of automated online payment processing and database management for event registrations. On December 23, their attorneys notified the New Hampshire Attorney General&#8217;s Office of an intrusion that occurred on November 4, 2013. The intrusion was discovered on November 22, and during investigation, the firm discovered that although payment card information was supposed <a href='https://www.databreaches.net/following-hack-registrationation-discovers-some-customer-data-was-inadvertently-being-stored-on-its-server/' class='excerpt-more'>[...]</a>",InsiderThreat
"The Orient-Express Hotels Ltd. and its subsidiaries have notified an unspecified number of customers of a breach involving their credit card information. On September 24, 2013, the luxury travel firm learned that an unauthorized individual had gained access to seven corporate e-mail accounts between July 2013 and September 24. Customers&#8217; names, payment card numbers, card <a href='https://www.databreaches.net/orient-express-hotels-notifies-guests-after-data-security-breach/' class='excerpt-more'>[...]</a>",IdentityThreat
"Matt Coyne reports thatÿa former employee of Segmark Solutions was able to hack into their computer systems, causing $7,000 damage to the system and misusing corporate credit card numbers. My question is how was he able to do that? Did he really hack into the system or was his access not terminated when he left <a href='https://www.databreaches.net/ct-fairfield-man-charged-with-computer-crime-after-hacking-into-former-wilton-employers-system/' class='excerpt-more'>[...]</a>",IdentityThreat
"Tricia Bishop reports: A Maryland corrections division that provides inmate labor has backed out of a data entry contract with the health department after state auditors found that prisoners had access to some patients&#8217; personal information, which was supposed to have been redacted from documents, but occasionally wasn&#8217;t. The findings were included in a Legislative <a href='https://www.databreaches.net/auditors-claim-inmates-had-access-to-patient-social-security-numbers/' class='excerpt-more'>[...]</a>",InsiderThreat
Niamh Burns reports: An investigation is under way after patient records were left lying outside Aberdeen Royal Infirmary. Loose sheets containing personal information about a patient?s medical history were found in the back of a wheelchair at an Aberdeen Royal Infirmary side entrance. Read more on Evening Express.,InsiderThreat
"Amber Stegall reports: The Baton Rouge Police Department is conducting an identity theft investigation involving at least 187 potential victims, all students at a Baton Rouge high school, and the suspect in the case is a 17-year-old student from the school. The investigation began on January 17, 2012 when Uniformed Patrol officers conducted a traffic <a href='https://www.databreaches.net/nearly-200-baton-rouge-high-school-students-fall-victim-to-identity-theft/' class='excerpt-more'>[...]</a>",IdentityThreat
Russell Hubbard reports: Personal information about Regions Financial Corp. current and former employees was lost in November when a flash drive with the data came up missing after being mailed by outside auditor Ernst &#38; Young in the same envelope as the decryption code. Read more on al.com.,InsiderThreat
"The Miami Herald reports that U. of Miami is notifying 1,219 patients after a flash drive with unencrypted patient data was stolen from a pathologist&#8217;s car in November. From the FAQ on the breach: What Happened? On November 24, 2011 a vehicle belonging to a Pathologist from the University of Miami Miller School of Medicine <a href='https://www.databreaches.net/university-of-miami-miller-school-of-medicine-notifying-patients-after-flash-drive-stolen-from-pathologists-car/' class='excerpt-more'>[...]</a>",IdentityThreat
"Statement issued by Lexington Clinic: January 30, 2012 Lexington Clinic is notifying 1,018 patients of a privacy breach. Despite stringent security protocols, a laptop was stolen from Lexington Clinic?s Neurology Department located in the St. Joseph Office Park at 1401 Harrodsburg Road.ÿ The theft occurred overnight on December 7, 2011.ÿ Following an internal investigation of <a href='https://www.databreaches.net/lexington-clinic-notifying-patients-of-information-security-breach/' class='excerpt-more'>[...]</a>",IdentityThreat
"TryMedia, a subsidiary of RealNetworks, Inc.. recently notified the New Hampshire Attorney General&#8217;s Office of a security breach involving its ActiveStore application that is used by partner sites selling digital games. According to their letter dated January 13, the firm became aware of an intrusion into its ActiveStore application andÿbelieves the intruders were able to <a href='https://www.databreaches.net/over-12000-digital-game-purchasers-notified-of-breach-involving-trymedias-activestore-application/' class='excerpt-more'>[...]</a>",IdentityThreat
"A Scottish council has been fined œ140,000 after repeatedly releasing sensitive information about vulnerable children and carers to the wrong people. Midlothian Council was guilty of five data protection breaches in as many months last year. It is the first local authority in Scotland to be fined by the Information Commissioner?s Office (ICO), which is <a href='https://www.databreaches.net/uk-140000-fine-for-midlothian-council-after-sending-child-data-to-wrong-people-five-times-in-as-many-months/' class='excerpt-more'>[...]</a>",IdentityThreat
"More on a breach previously mentioned on this blog. ÿFrom AsiaOne: Last November, Dr Singh was fined $10,000 and censured by the Singapore Medical Council (SMC) after he admitted to six charges of professional conduct. KK Women&#8217;s and Children&#8217;s Hospital (KKH) has confirmed that it has lodged a police complaint against a doctor who accessed <a href='https://www.databreaches.net/update-sg-hospital-takes-action-on-doctor-who-accessed-records/' class='excerpt-more'>[...]</a>",IdentityThreat
"Another law enforcement site, this one in Turkey, hit. ANF reports: The website of the police headquarter in Ankara has been hacked by Redhack in the organization of &#8216;AntiSec&#8217; formation. Panicked after the attack,the police shut down all their servers, writes the Redhack site, but they could not prevent Redhack from getting the files. Explaining <a href='https://www.databreaches.net/redhack-hits-ankara-police-website/' class='excerpt-more'>[...]</a>",IdentityThreat
"How many data breach investigations can one Congress initiate without actually doing anything? What is the point of asking Grindr questions about its security? ÿHasn&#8217;t Congress heard enough by now to know that most companies and apps do not implement adequate security despite what they say on their sites? ÿWhat, if anything, does Congress intend <a href='https://www.databreaches.net/another-week-another-round-of-congressional-questions-and-posturing/' class='excerpt-more'>[...]</a>",InsiderThreat
"Here&#8217;s an update on a lawsuit I noted back in March 2011. ÿEric Goldman writes: CVS Caremark provided consumer data to pharma companies and data brokers. The plaintiffs alleged that the data transfers violated CVS&#8217;s privacy policies, but CVS apparently disclosed only &#8220;de-identified&#8221; data as contemplated by HIPAA. Plaintiffs couldn&#8217;t sue under HIPAA, both because <a href='https://www.databreaches.net/reidentification-theory-doesnt-save-privacy-lawsuit-steinberg-v-cvs-caremark/' class='excerpt-more'>[...]</a>",IdentityThreat
"Paul Kunert reports an update on a breach I seem to have missed: The Information Commissioner&#8217;s Office (ICO) has confirmed it is investigating a potential data breach at Avnet Technology Solutions (TS) following the break-in prior to Christmas. Asÿpreviously reported, thieves raided the enterprise distie&#8217;s Haslingden office on 21 December and made off with hard <a href='https://www.databreaches.net/uk-nicked-sensitive-avnet-server-disks-sparks-ico-probe/' class='excerpt-more'>[...]</a>",IdentityThreat
"Peter Van reports: Fun Publications has sent out a message to all Transformers Club members this weekend notifying the members that there was indeed a security breach related to their e-commerce database. In a written statement sent to members, Brian Savage says that &#8220;Fun Publications has determined that there is a security issue with our <a href='https://www.databreaches.net/fun-publications-admits-to-security-breach-apologizes-for-inconvenience/' class='excerpt-more'>[...]</a>",IdentityThreat
"Springfield officials say the personal information of about 2,100 citizens may have been obtained by hackers when the city?s website was ?compromised? Feb. 17, a Friday. Some functions have been turned off on the city?s website, springfieldmo.gov, as authorities investigate the apparent breach, said city spokeswoman, Cora Scott. Read more on News-Leader.com A statement posted <a href='https://www.databreaches.net/mo-springfield-city-website-hacked-as-part-of-series-of-hacks-involving-government-and-law-enforcement/' class='excerpt-more'>[...]</a>",IdentityThreat
"Andrew Blankstein reports: The FBI is probing an Internet breach in which hackers publicly posted private information belonging to more than 100 local law enforcement officers who are part of the Los Angeles County Police Canine Assn. Tony Vairo, a San Fernando police officer, who is president of the group, told The Times that they <a href='https://www.databreaches.net/hackers-publish-private-information-about-l-a-police-officers/' class='excerpt-more'>[...]</a>",IdentityThreat
"Sophie Curtis reports: Security firm Imperva has published a detailed analysis of an attack by Anonymous on one of its customers, providing new insight into how the hacktivist group operates, and highlighting the need for better application layer security. According toÿThe New York Times, the target in question was the Vatican, although Imperva has declined <a href='https://www.databreaches.net/anatomy-of-an-anonymous-attack-laid-bare-by-imperva/' class='excerpt-more'>[...]</a>",IdentityThreat
Joe Rojas-Burke reports the unsurprising news: Oregon&#8217;s Supreme Court upheld the dismissal of lawsuit seeking compensation for tens of thousands of people whose confidential records were stolen from Providence Health &#38; Services in 2006. The breach occurred when a car prowler broke into a van parked overnight at the home of a Providence employee who <a href='https://www.databreaches.net/medical-records-theft-providence-patients-cant-sue-for-damages-oregon-supreme-court-rules/' class='excerpt-more'>[...]</a>,IdentityThreat
"An inquiry has been launched after confidential files containing personal information about care home patients were found discarded in an alley. Greenbanks Homecare, which describes itself as ?the people who care?, recently moved out of its office in Gabalfa, Cardiff. But documents containing names, addresses and details of vulnerable and elderly people?s individual care were <a href='https://www.databreaches.net/uk-care-home-patients-confidential-details-found-in-alley/' class='excerpt-more'>[...]</a>",InsiderThreat
"I&#8217;ve read a number of news stories recently about burglaries of government offices in various African countries. ÿHere&#8217;s one from this week, out of Kenya. Barry Salil reports: Business at the Kapsabet law courts was paralysed for most part of yesterday as police investigated theft of computers and documents at the premises. Thieves are reported <a href='https://www.databreaches.net/ke-thieves-steal-computers-at-kapsabet-law-courts/' class='excerpt-more'>[...]</a>",IdentityThreat
"From York Press, an update to a case mentioned previously on this blog: A York computer hacker has been jailed for an ID fraud which affected thousands of people and could have netted him œ834,000. Southwark Crown Court was told how Edward Pearson, 23, used internet viruses to gain more than eight million personal details <a href='https://www.databreaches.net/uk-york-computer-hacker-edward-pearson-jailed-for-identity-fraud/' class='excerpt-more'>[...]</a>",IdentityThreat
"After being named by the Wall Street Journal earlier today, Global Payments Inc. has issued a press release about the breach reported earlier today by Brian Krebs: Global Payments Inc, a leader in payment processing services, announced it identified and self-reported unauthorized access into a portion of its processing system. In early March 2012, the <a href='https://www.databreaches.net/global-payments-confirms-data-breach/' class='excerpt-more'>[...]</a>",IdentityThreat
"Robin Sidel and Andrew R. Johnson report: Global Payments Inc., which processes credit cards and debit cards for banks and merchants, has been hit by a security breach that has put some 50,000 cardholders at risk, according to people with knowledge of the situation. Read more on the Wall Street Journal. Global Payments has not <a href='https://www.databreaches.net/sources-global-payments-breached-wall-street-journal/' class='excerpt-more'>[...]</a>",IdentityThreat
"As Brian Krebs made us all aware earlier today, Visa and MasterCard have been notifying financial institutions about a payment processor breach that may affect millions of people. For those who are relatively new to these things, this is not a breach at Visa or MasterCard. It appears to be a breach at an as <a href='https://www.databreaches.net/visa-statement-on-payment-processor-breach/' class='excerpt-more'>[...]</a>",InsiderThreat
"A NSW psychiatrist makes a case for not destroying old psychiatric records &#8211; and no, his argument isn&#8217;t solely for research purposes, but clinical. And maybe Hell has frozen over, because you&#8217;re about to see me argue for retention, instead of destruction, of old records. Ewa Kretowicz reports: In the past three years, more than <a href='https://www.databreaches.net/bid-to-halt-purging-of-old-medical-records/' class='excerpt-more'>[...]</a>",IdentityThreat
"Brian Krebs reports: VISA and MasterCard are alerting banks across the country about a recent major breach at a U.S.-based credit card processor. Sources in the financial sector are calling the breach ?massive,? and say it may involve more than 10 million compromised card numbers. Read more on KrebsonSecurity. As always, Brian is all over <a href='https://www.databreaches.net/mastercard-visa-warn-of-processor-breach/' class='excerpt-more'>[...]</a>",IdentityThreat
"As if we needed another reason to disclose breaches in a timely fashion: Some nuclear workers are really upset that the Office of Workers&#8217; Compensation Programs didn&#8217;t inform them of the Impairment Resources breach. It seems that they first learned about it from a recent post on this blog. Yeah, that&#8217;s no way to find <a href='https://www.databreaches.net/shouldnt-they-be-hearing-this-from-you-instead-of-me/' class='excerpt-more'>[...]</a>",IdentityThreat
"Steven Harmon reports: In a puzzling breach of security, computer storage devices containing identification information of 800,000 Californians using the state&#8217;s child support services have gone missing. The Department of Child Support Service reported on Thursday the data devices were lost March 12 en route to California from the Colorado facilities of IBM, one of <a href='https://www.databreaches.net/sensitive-personal-information-on-800000-california-residents-lost-between-ibm-and-state-office/' class='excerpt-more'>[...]</a>",IdentityThreat
"Steven Harmon reports: In a puzzling breach of security, computer storage devices containing identification information of 800,000 Californians using the state&#8217;s child support services have gone missing. The Department of Child Support Service reported on Thursday the data devices were lost March 12 en route to California from the Colorado facilities of IBM, one of <a href='https://www.databreaches.net/sensitive-personal-information-on-800000-california-residents-lost-between-ibm-and-state-office-2/' class='excerpt-more'>[...]</a>",IdentityThreat
"About 14,000 students, former students and faculty at Volunteer State Community College in Gallatin had personal information placed on a web server that was not secure. The files placed on the web included names and Social Security numbers, but university officials say there is no evidence that any of that information has been accessed or <a href='https://www.databreaches.net/vol-state-personal-information-found-vulnerable-for-14000-students-faculty/' class='excerpt-more'>[...]</a>",IdentityThreat
"John O&#8217;Brien recaps the Accretive Health news reported on this blog last week (here, here, and here): ÿA New York City law firm has followed up on Minnesota Attorney General Lori Swanson&#8217;s lawsuit against Accretive Health, filing a securities class action suit against the company. In January, Swanson filed a suit against Accretive, a Chicago <a href='https://www.databreaches.net/accretive-moves-to-dismiss-ags-law-suit/' class='excerpt-more'>[...]</a>",IdentityThreat
Georgina Prodhan of Reuters reports: Organizations taking part in the most ambitious expansion of the Internet so far will find out next week whether their applications for new domain names could have been viewed by competitors as a result of a software bug. [&#8230;] Beckstrom said he was confident the glitch in the system had <a href='https://www.databreaches.net/icann-to-notify-domain-applicants-of-data-breaches/' class='excerpt-more'>[...]</a>,InsiderThreat
"A reader kindly alerted me to the fact that Columbia University sent out breach notices last week. ÿ The letter, dated April 21, informed recipients that 3,000 current and former employees, as well as 500 sole proprietors had their names, addresses, Social Security numbers and bank account numbers exposed on the Internet. The ÿnames of <a href='https://www.databreaches.net/columbia-u-notifies-faculty-and-proprietors-that-their-ssn-and-bank-account-numbers-were-exposed-on-the-internet-for-two-years/' class='excerpt-more'>[...]</a>",IdentityThreat
"Hamish Barwick reports: The Office of the Australian Information Commission (OAIC) has updated its voluntary data breach guidelines as a means of encouraging organisations to notify the public in the advent of a data breach. The new guidelines, entitledÿData breach notification, update the August 2008ÿGuide to handling personal information security breaches. Information Commissioner, John McMillian, <a href='https://www.databreaches.net/au-oaic-updates-data-breach-guidelines/' class='excerpt-more'>[...]</a>",IdentityThreat
"Beatriz E. Valenzuela reports that a bag of discarded tax files was found behind a Hesperia business. Thankfully, it was found by someone in law enforcement: ?It was a black canvas bag full of payroll files,? Hill said, with personal information such as Social Security numbers. ?There were 12 to 14 bundles of files and <a href='https://www.databreaches.net/ca-tossed-tax-files-found/' class='excerpt-more'>[...]</a>",IdentityThreat
"From the Information Commissioner&#8217;s Office: A Welsh health board has become the first NHS organisation to be served a monetary penalty following a serious breach of the Data Protection Act, the Information Commissioner?s Office (ICO) said today. The Aneurin Bevan Health Board (ABHB) has been issued with a penalty of œ70,000 after a sensitive report <a href='https://www.databreaches.net/uk-ico-issues-first-penalty-to-the-nhs-following-serious-data-breach/' class='excerpt-more'>[...]</a>",IdentityThreat
"Dave Lieber reports that a nurse&#8217;s aide who was a convicted ID thief stole another nurse&#8217;s aide&#8217;sÿidentification card and then used her identity in &#8221; one of the biggest identity theft capers in Tarrant County, one that targeted more than half a dozen area nursing homes and home healthcare businesses and at least a dozen <a href='https://www.databreaches.net/theft-of-personal-documents-in-fort-worth-led-to-two-year-crime-spree/' class='excerpt-more'>[...]</a>",InsiderThreat
"Axway issued a press release with some interesting statistics on complaints made to the Information Commissioner Office (ICO).ÿThey obtained the data under Freedom of Information requests. Here are some of the statistics they compiled: Since April 2010, 35% ÿof complaints to the ICO ÿinvolved disclosure of personal data and security breaches. This year alone, ÿthe <a href='https://www.databreaches.net/uk-axway-provides-statistics-on-complaints-to-the-ico/' class='excerpt-more'>[...]</a>",IdentityThreat
"Well, that was quick. I had no sooner posted an interesting Canadian case involving pharmacy recordsÿthan the court seemingly ended the matter. The Canadian Press reported: ÿA group of Ontario pharmacists has lost its bid for an injunction barring Zellers from selling their patients&#8217; records. However, a judge says Zellers owns the records and is <a href='https://www.databreaches.net/ca-pharmacists-lose-injunction-bid-to-stop-zellers-selling-patient-info/' class='excerpt-more'>[...]</a>",InsiderThreat
"Is it just my perception or are reports of insider breaches increasing? Jay Weaver reports: An employee of Mount Sinai Hospital has been arrested on identity-theft charges accusing her of stealing hundreds of patients? Social Security numbers and other personal information, federal authorities said Thursday. Keiondra Sheri Williams, 29, of Miami Gardens, had worked as <a href='https://www.databreaches.net/fl-mount-sinai-hospital-employee-charged-with-theft-of-patients-ids/' class='excerpt-more'>[...]</a>",IdentityThreat
"Craig Hoffman writes: As weÿreportedÿin December 2010, after an online merchant suffered chargeback losses of almost $12,000 on nine fraudulent orders, it sued the bank that issued the nine cards that were fraudulently used alleging that the most likely cause of the fraud was a data security breach at the bank that the bank ignored. <a href='https://www.databreaches.net/if-there-is-credit-card-fraud-there-must-have-been-a-breach/' class='excerpt-more'>[...]</a>",InsiderThreat
"As a survivor of New Math, it&#8217;s somewhat amazing that I&#8217;m willing to deal with numbers or math at all. Yet, here I am, with a simple equation as today&#8217;s New Math: UNCC + UN = time for regulation Simple, elegant, and somewhat nonsensical as a math equation, but two recent education sector breaches do <a href='https://www.databreaches.net/new-math-data-breaches-version/' class='excerpt-more'>[...]</a>",IdentityThreat
"Associated Press reports: U.S. Sen. Al Franken said Wednesday he plans to pursue legislation or federal regulations requiring encryption of all laptops containing private medical information, after presiding over a hearing on aggressive debt collection practices in several Minnesota hospitals. Read more on Washington Examiner. Why stop at laptops? What about other mobile devices? Security <a href='https://www.databreaches.net/sen-franken-encrypt-laptops-with-medical-info/' class='excerpt-more'>[...]</a>",IdentityThreat
"In an effort to combat identity theft, a bill that would require information stored on copier machines and scanners used by consumers be wiped clean has passed the New Jersey Assembly. Democrats Paul Moriarty, Herb Conaway, M.D., and Dan Benson sponsored to combat identity theft by requiring the hard drives of all digital copy machines <a href='https://www.databreaches.net/nj-assembly-passes-bill-requiring-information-stored-on-copy-machines-scanner-be-deleted/' class='excerpt-more'>[...]</a>",InsiderThreat
Ellyn Fortino reports: A new measure to help stop the spread of sexually transmitted diseases among incarcerated individuals and the general public may soon become law if a West Side senator has her way. State Sen. Kimberly Lightford?s (4th) plan would require the Illinois Department of Public Health and the state?s Department of Corrections to <a href='https://www.databreaches.net/mandatory-std-disclosure-among-inmates-may-become-law/' class='excerpt-more'>[...]</a>,IdentityThreat
"Emily Jackson reports: A proposed settlement in a class action lawsuit against Durham Region Health puts a $5.99 price tag on the patient data doctors are privy to. The lawsuit was filed against Durham Region after a nurse lost a USB key laden with the unencrypted personal information of 83,524 people in December 2009. According <a href='https://www.databreaches.net/ca-durham-region-health-class-action-lawsuit-puts-price-on-personal-information/' class='excerpt-more'>[...]</a>",IdentityThreat
"The University of Nebraska disclosed a breach last week, which I dutifully entered on DataLossDB. The breach sounded like it could be huge, despite the university&#8217;s statement that it had no evidence (at that time) that any data had been downloaded: The NeSIS database includes Social Security numbers, addresses, grades, transcripts, housing and financial aid <a href='https://www.databreaches.net/university-of-nebraska-breach-needs-to-reverberate-in-washington-d-c/' class='excerpt-more'>[...]</a>",IdentityThreat
"Dave Lee reports: A complex targeted cyber-attack that collected private data from countries such as Israel and Iran has been uncovered, researchers have said. Russian security firm Kaspersky Labs told the BBC they believed the malware, known as Flame, had been operating since August 2010. The company said it believed the attack was state-sponsored, but <a href='https://www.databreaches.net/flame-massive-cyber-attack-discovered-researchers-say/' class='excerpt-more'>[...]</a>",InsiderThreat
"An independent investigator who reviewed privacy violations at Veterans Affairs Canada told the Harper government in late 2010 it was appropriate to include the personal medical information of an outspoken advocate in briefing material, say internal federal documents. The central finding of the Amprax Inc. review flies in the face of the country&#8217;s privacy watchdog, <a href='https://www.databreaches.net/ca-veterans-privacy-not-violated-internal-review-found/' class='excerpt-more'>[...]</a>",InsiderThreat
"I&#8217;ll be offline until Monday, traveling with some friends. ÿBlogging will resume Monday. Hope everyone enjoys the rest of their week!",InsiderThreat
"It was one of the first breaches reported to HHS under HITECH, and it had never been in any media reports that I had seen. ÿEven to this day, HHS&#8217;s breach tool does not provide any specifics other than 501 people were affected by the theft of a USB drive. But in a press release <a href='https://www.databreaches.net/alaska-medicaid-settles-hipaa-security-case-for-1700000/' class='excerpt-more'>[...]</a>",IdentityThreat
"A Charter One customer called Charter One after her debit card was refused at a merchant. It seems that someone had tried to put through a micro-charge on the card that morning and Charter One had cancelled the card because of the suspicious activity. When she asked why she hadn&#8217;t been called about the matter, <a href='https://www.databreaches.net/from-the-a-little-birdie-told-me-dept/' class='excerpt-more'>[...]</a>",InsiderThreat
"From the this-doesn&#8217;t-sound-good dept.: The organisation which left thousands of pieces of personal data unsecured on a laptop stolen from Glasgow City Council could be given control of key council buildings. ACCESS was responsible for issuing unencrypted laptops against council policy on over 160 occasions earlier this year, according to a damning report by the <a href='https://www.databreaches.net/uk-company-linked-to-unsecured-stolen-laptop-could-run-council-offices/' class='excerpt-more'>[...]</a>",IdentityThreat
Woo hoo. I had such a headache trying to sort out Wyndham&#8217;s breaches (see previous blog entries on Wyndham) and was concerned that at least one state had removed their notification from public view on the state&#8217;s web site because Wyndham had asked that it be treated as confidential. ÿNow it seems the FTC has <a href='https://www.databreaches.net/ftc-files-complaint-against-wyndham-hotels-for-failure-to-protect-consumers-personal-information/' class='excerpt-more'>[...]</a>,IdentityThreat
